FA,AR,CH,WA,RO,WI,WWRN,WWRS,SH,OR,CL
200,1.0,3.5,1.57,1.72,1.76,30,70,0.0,180,122.6754976
250,1.0,4.0,2.65,2.74,5.77,90,90,2.4,270,192.3054694
150,1.0,3.0,2.5,0.49,5.77,50,30,0.5,0,109.493
200,1.0,3.0,2.65,2.74,1.76,10,10,2.0,0,89.53958971
250,0.66,2.5,2.65,0.2,1.76,10,10,4.0,0,85.70180929
150,0.5,3.0,1.77,1.72,2.66,10,30,0.5,0,85.25008295
150,0.5,4.0,2.65,2.74,5.77,90,90,0.0,255,194.6171562
250,0.33,4.0,1.57,0.29,1.76,50,50,0.0,90,121.2979089
150,0.5,2.5,1.57,1.72,2.66,30,30,1.0,90,84.58666331
150,0.33,2.5,2.65,2.67,1.76,10,10,0.5,0,76.41654941
150,1.0,2.5,2.65,1.72,4.23,10,10,4.0,0,82.93175286
250,0.33,3.0,1.57,1.72,5.77,50,70,0.0,0,126.7654237
200,0.66,3.0,1.57,1.72,4.23,10,50,0.5,0,110.496403
200,1.0,3.0,2.65,0.2,2.66,10,10,0.0,0,95.4936
150,0.33,3.5,1.57,1.72,4.23,70,10,0.0,0,75.44607905
250,0.33,3.5,1.77,1.72,5.77,30,90,0.0,90,152.856976
250,0.25,3.0,2.5,1.72,1.76,10,10,4.0,90,80.5265926
200,0.66,3.0,2.5,1.72,1.76,10,10,0.5,180,93.42466121
250,0.25,4.0,1.77,0.2,4.23,30,50,0.0,90,122.7342196
200,0.25,3.0,1.77,2.67,5.77,90,90,0.0,0,134.3681459
150,1.0,2.5,1.57,2.67,2.66,30,90,1.0,0,101.1826493
200,0.33,2.5,2.65,1.72,1.76,10,10,0.5,0,77.25565629
200,0.33,3.5,1.57,1.72,5.77,50,50,0.0,180,123.497942
250,0.5,2.5,1.77,0.29,2.66,50,10,2.0,0,82.04361759
250,0.33,2.5,1.77,2.74,2.66,10,10,3.0,90,78.14074901
250,0.66,2.5,0.29,2.67,2.66,10,10,1.0,180,76.86931569
250,0.25,4.0,2.5,2.67,5.77,50,70,0.0,90,158.0580361
200,1.0,3.0,0.29,2.74,1.76,30,30,0.0,0,94.9267082
200,0.25,3.5,1.57,2.67,2.66,30,10,1.0,0,84.25722471
250,0.66,3.5,1.77,1.72,4.23,70,70,0.0,90,215.9087032
250,0.25,4.0,1.57,0.2,4.23,30,90,0.0,90,141.0009227
200,0.33,2.5,2.5,0.29,1.76,10,30,0.0,0,80.35779146
150,0.66,2.5,2.5,1.72,2.66,10,10,2.0,0,84.75383878
250,0.66,4.0,2.65,2.74,5.77,90,40,0.0,270,245.7083
200,0.66,2.5,2.5,2.67,1.76,10,10,3.0,0,86.59456533
200,0.33,2.5,0.74,2.74,1.76,10,10,2.0,0,71.48618755
200,0.66,4.0,1.57,1.72,5.77,70,30,0.0,270,201.7986697
250,0.25,3.5,1.57,2.67,5.77,30,70,0.0,90,134.1754629
150,0.66,3.5,1.57,1.72,2.66,10,10,4.0,0,88.88255176
150,0.33,3.0,1.77,1.72,1.76,10,30,0.0,90,85.82159559
250,0.33,4.0,1.77,0.2,1.76,90,70,0.5,90,128.6128888
200,0.25,2.5,0.34,1.72,1.76,10,10,4.0,0,68.22958457
250,1.0,3.0,2.5,2.67,5.77,50,30,0.5,180,122.663
250,0.66,3.5,1.57,2.67,5.77,50,70,0.5,90,188.94984
200,0.5,2.5,0.29,0.2,1.76,10,10,4.0,135,65.9894
200,0.66,3.5,2.5,2.67,1.76,10,10,0.5,0,99.61247517
200,1.0,2.5,1.77,1.72,1.76,50,10,0.5,0,87.55384767
200,1.0,3.0,1.77,1.72,1.76,10,50,1.0,0,94.32701012
250,0.66,3.0,0.29,0.2,1.76,30,10,2.0,0,77.62689416
200,0.25,3.5,1.77,2.67,2.66,50,30,0.0,0,102.1796555
150,0.25,2.5,1.57,1.72,1.76,10,10,0.5,270,73.8123167
150,0.66,2.5,2.65,1.72,1.76,10,10,0.5,0,85.31881848
200,0.33,3.0,1.77,2.74,2.66,10,10,0.5,90,82.1740942
150,0.66,2.5,1.77,1.72,1.76,10,30,0.5,90,89.94192582
150,0.5,3.0,1.77,1.72,4.23,70,10,0.0,270,111.5545475
200,0.33,4.0,2.5,2.67,4.23,50,30,0.0,0,118.0807045
150,1.0,3.0,1.77,2.67,2.66,50,10,0.0,0,106.0169412
200,0.66,2.5,2.5,0.29,1.76,10,10,0.5,180,85.40786572
250,0.33,3.5,1.77,2.67,1.76,70,30,0.0,0,106.32864
200,1.0,2.5,0.29,2.74,2.66,30,10,2.0,0,78.0558861
250,1.0,2.5,2.5,2.67,1.76,30,30,4.0,0,88.80544533
200,1.0,4.0,1.77,2.74,1.76,70,70,0.0,90,170.4427824
250,0.33,2.5,1.57,0.2,2.66,50,70,0.0,90,112.6123492
200,0.5,2.5,0.29,0.2,4.23,10,10,3.0,90,68.11743525
250,0.66,4.0,2.5,1.72,5.77,50,70,0.5,180,186.3696082
250,0.25,3.0,2.5,0.2,1.76,10,10,4.0,0,76.03345657
150,0.5,2.5,1.57,2.67,2.66,70,10,1.0,90,88.03675131
200,0.25,2.5,2.5,1.72,5.77,10,10,0.5,0,77.64825254
200,0.66,3.5,1.77,1.72,5.77,70,70,0.5,90,187.3895836
250,0.66,2.5,1.57,2.74,5.77,90,90,0.0,90,211.7723077
250,0.5,2.5,2.65,0.43,2.66,10,30,0.0,90,96.57091177
200,0.5,2.5,0.29,2.74,2.66,50,10,0.0,0,88.05988783
200,0.25,2.5,1.77,1.72,1.76,50,50,0.0,90,92.99380829
250,0.33,2.5,2.65,0.2,2.66,30,10,3.0,0,78.02094093
250,1.0,3.5,1.77,2.67,5.77,50,50,0.0,90,187.223747
200,0.33,2.5,2.5,0.29,1.76,30,10,1.0,90,77.84098523
150,0.66,3.0,1.57,2.67,1.76,10,10,1.0,180,84.91713126
150,0.5,3.0,1.24,0.49,4.23,50,50,1.0,225,98.7678
150,0.33,3.0,1.77,2.67,2.66,10,10,0.5,90,80.25141994
200,0.33,3.0,1.57,2.67,4.23,50,30,0.0,90,109.9126586
150,0.25,3.0,0.34,2.67,2.66,10,50,0.0,90,88.16622965
200,0.5,2.5,0.34,0.2,1.76,10,10,4.0,90,66.51153578
200,0.5,2.5,2.5,0.43,1.76,10,10,1.0,0,76.98638238
250,0.5,3.5,1.57,1.72,4.23,70,70,0.0,180,146.6396335
200,0.25,2.5,1.77,1.72,1.76,10,10,1.0,180,73.46832112
250,0.25,2.5,2.65,0.43,2.66,10,10,0.0,0,79.19180603
200,0.25,3.5,1.57,2.67,1.76,30,30,0.0,90,95.36432507
200,0.33,3.0,1.57,2.67,2.66,10,50,0.0,0,93.83489533
200,0.5,4.0,2.65,2.67,5.77,50,70,0.0,90,176.7356238
250,0.66,4.0,2.5,1.72,5.77,90,70,0.5,90,232.6193393
200,0.5,2.5,0.34,2.74,4.23,10,10,0.5,90,74.29851257
150,0.66,2.5,1.57,2.67,1.76,10,10,0.5,0,81.5276393
250,0.5,4.0,1.57,2.67,1.76,70,70,0.0,0,134.2866328
150,0.33,2.5,2.5,2.67,1.76,10,10,2.0,0,75.54153407
200,0.66,2.5,1.77,2.67,2.66,50,10,0.5,180,96.21454211
150,0.33,3.0,2.5,1.72,1.76,50,10,0.0,0,87.43685545
200,0.5,3.5,2.65,1.72,4.23,30,50,0.0,90,130.8117021
200,1.0,2.5,0.29,0.2,1.76,10,30,3.0,90,72.7924
200,0.33,3.5,1.57,2.67,2.66,30,70,0.5,0,105.009788
200,0.66,3.0,1.57,0.2,1.76,10,10,1.0,0,84.01407279
250,0.25,2.5,1.57,0.43,1.76,10,10,2.0,90,72.54742481
250,0.66,3.0,2.5,0.29,2.66,70,30,0.0,0,142.275351
200,0.25,2.5,1.77,1.72,4.23,30,10,0.5,0,78.17797448
250,0.33,2.5,1.57,2.67,1.76,10,30,3.0,180,77.08763084
250,0.25,3.5,1.57,0.29,4.23,50,70,0.0,90,131.1777983
200,0.5,4.0,2.65,2.74,5.77,90,90,3.7,270,150.4044779
250,0.5,4.0,1.77,0.2,5.77,70,70,0.0,0,171.6625062
250,0.5,3.5,1.57,1.72,2.66,50,50,0.0,270,141.1224302
250,1.0,2.5,1.77,1.72,1.76,10,10,0.0,0,88.12505801
200,0.33,3.0,0.29,0.2,1.76,50,30,1.0,90,81.42216159
200,0.25,2.5,0.29,2.67,1.76,50,10,4.0,90,73.14547375
250,0.33,2.5,1.57,2.67,1.76,10,10,3.0,0,75.25081213
200,0.33,2.5,1.57,2.74,2.66,10,10,1.0,0,75.71397468
200,1.0,3.5,2.5,1.72,4.23,70,70,0.0,90,187.0585366
200,0.33,2.5,0.29,0.2,1.76,10,10,4.0,60,65.27103071
200,0.5,2.5,1.77,1.72,2.66,30,10,3.0,0,79.63257735
200,0.25,3.9,2.65,2.74,5.77,90,90,0.0,270,177.2511576
250,0.33,2.5,0.29,2.67,1.76,10,10,0.0,90,73.79302576
200,0.66,2.5,2.5,0.29,4.23,10,10,1.0,0,86.87696749
250,0.5,2.5,2.5,0.2,2.66,10,10,0.5,0,79.35707492
200,0.66,3.5,2.65,1.72,5.77,90,50,0.0,90,218.4527013
200,0.66,4.0,2.5,1.72,4.23,90,70,0.0,270,236.5153133
200,0.25,2.5,2.5,2.74,1.76,10,30,1.0,90,79.45972727
150,0.25,2.5,0.29,0.43,4.23,50,70,0.5,0,86.81696433
250,0.25,4.0,1.57,2.67,4.23,90,90,0.0,90,172.0344024
150,0.66,3.0,1.77,1.72,1.76,30,10,2.0,0,87.20202724
150,0.66,3.0,1.57,2.67,2.66,10,70,0.0,90,133.0553981
250,0.66,2.5,1.57,2.67,4.23,10,10,2.0,180,87.00776593
150,0.25,4.0,2.65,2.74,5.77,90,90,0.0,75,165.3694041
200,1.0,3.0,2.5,1.72,2.66,70,50,0.5,0,119.9213068
200,0.5,2.5,0.29,2.74,1.76,70,10,4.0,0,76.72975538
150,1.0,3.0,0.34,2.74,2.66,10,10,2.0,0,75.55803279
150,0.5,3.0,2.5,1.72,1.76,10,50,0.5,0,87.66492252
200,0.66,3.0,1.77,1.72,2.66,30,10,0.0,180,107.2186744
150,0.5,3.5,1.57,1.72,1.76,10,50,1.0,90,92.8808919
150,0.25,3.0,1.57,1.72,1.76,10,90,0.0,0,85.94756917
150,0.25,2.5,0.29,0.29,1.76,30,10,3.0,0,66.77699988
200,1.0,4.0,1.77,1.72,4.23,70,90,0.0,0,189.2265928
250,1.0,2.5,0.29,2.67,1.76,30,10,3.0,90,76.94072878
200,0.66,3.0,2.5,1.72,5.77,90,90,0.0,0,196.683144
150,0.5,2.5,0.29,2.74,1.76,10,30,3.0,0,72.38462566
250,0.33,4.0,1.77,0.43,1.76,50,90,0.0,180,122.1767756
200,0.33,4.0,2.5,1.72,2.66,30,50,0.0,90,125.5618967
250,0.33,2.5,2.5,2.67,1.76,30,10,3.0,90,80.74767822
200,0.33,2.5,1.77,2.67,2.66,10,10,1.0,180,76.23874812
200,1.0,3.0,2.65,1.72,2.66,10,30,2.0,90,98.85721381
150,0.66,2.5,2.5,1.72,1.76,30,30,0.0,90,106.275831
200,0.33,2.5,1.57,2.67,4.23,10,30,4.0,180,78.52340731
250,0.33,3.5,1.77,0.2,1.76,10,10,2.0,0,78.50591033
150,0.33,2.5,0.34,0.29,4.23,10,10,2.0,0,66.89798957
200,1.0,2.5,2.5,2.74,4.23,30,10,0.0,90,107.799289
250,0.25,3.5,1.57,2.74,1.76,50,50,0.0,90,110.4627737
250,1.0,2.5,0.29,0.2,1.76,10,30,2.0,0,73.74691228
200,0.33,3.0,1.57,1.72,5.77,10,50,0.0,90,106.3247838
150,0.5,2.5,0.29,2.74,1.76,10,10,1.0,0,69.89133393
150,1.0,3.0,1.77,1.72,5.77,50,70,0.0,0,143.6894807
250,0.66,4.0,1.57,1.72,4.23,70,70,0.0,270,237.5011246
250,0.25,3.0,1.77,2.74,2.66,30,50,1.0,0,90.70646936
250,1.0,3.0,2.5,2.67,5.77,50,30,0.6,0,121.6167993
250,0.66,2.5,0.29,0.2,1.76,10,10,4.0,30,69.5282865
200,1.0,2.5,2.5,2.67,2.66,30,70,0.0,0,119.622541
200,0.33,3.2,2.5,2.67,5.77,50,30,0.5,0,102.5364908
150,1.0,2.5,0.29,0.2,1.76,10,10,2.0,270,67.61795297
150,0.66,3.0,2.5,2.67,4.23,10,10,0.0,90,105.3188908
150,0.66,2.5,1.77,1.72,2.66,30,50,0.5,0,99.53362141
250,0.33,4.0,1.77,1.72,5.77,90,50,0.5,180,139.5651996
250,0.33,2.5,0.29,0.29,1.76,10,10,3.0,0,65.87225872
200,1.0,4.0,2.5,2.67,4.23,90,70,0.5,270,188.685253
200,0.25,3.0,1.77,2.67,1.76,70,10,0.0,90,95.85087104
150,0.5,3.0,1.57,1.72,1.76,30,10,0.5,180,80.77787086
250,0.25,2.5,1.57,0.2,2.66,10,10,4.0,0,71.25819662
150,1.0,3.0,1.57,2.74,1.76,30,30,0.0,0,98.27471394
200,0.25,3.5,1.57,1.72,4.23,50,30,0.0,270,112.2101639
250,0.33,2.5,1.77,0.29,1.76,10,10,3.0,180,72.60889787
200,1.0,2.5,0.29,2.74,4.23,10,10,2.0,90,75.24379669
200,0.66,4.0,0.34,2.67,5.77,70,90,0.0,0,225.8084539
200,0.25,3.0,1.57,2.67,5.77,70,30,0.0,90,118.6075276
250,0.25,2.5,2.5,2.74,2.66,30,10,3.0,90,80.70536597
200,0.25,3.0,1.77,0.49,4.23,50,50,1.0,90,96.8332
150,1.0,3.5,1.57,1.72,2.66,10,70,0.0,90,134.6681945
150,0.25,2.5,1.57,2.67,1.76,30,50,0.0,0,82.46255135
250,0.33,3.0,2.65,2.67,5.77,90,90,0.0,180,148.8841397
250,0.66,3.0,1.57,1.72,1.76,50,70,0.0,0,135.3247108
250,0.33,3.5,1.77,2.67,2.66,30,50,0.0,0,110.6012652
250,0.66,3.0,1.57,2.74,2.66,10,10,2.0,0,91.44316195
150,0.66,3.0,1.57,2.74,2.66,10,50,0.0,0,111.4756605
150,1.0,2.5,2.5,2.67,1.76,50,10,3.0,90,86.73014951
200,1.0,2.5,2.5,2.67,1.76,10,30,0.5,180,89.00760825
200,0.5,2.5,0.34,0.29,2.66,10,10,4.0,0,67.7392682
200,1.0,4.0,1.57,1.72,5.77,90,50,0.5,180,164.9205267
200,0.66,2.5,2.65,2.74,2.66,10,10,1.0,0,89.76366197
250,0.25,2.5,1.77,0.29,2.66,10,30,4.0,0,74.91933886
200,0.33,2.5,2.65,2.67,1.76,30,10,0.5,180,79.64878851
250,0.66,2.5,0.74,0.29,2.66,10,10,1.0,0,77.4545592
200,0.5,3.0,2.5,2.67,4.23,50,30,0.5,0,100.76
150,0.66,3.5,1.77,1.72,4.23,10,30,0.0,270,122.1617392
250,1.0,3.0,0.29,0.2,1.76,30,10,1.0,0,76.952891
250,0.33,2.5,2.65,2.67,1.76,10,10,2.0,0,78.41883504
200,1.0,3.0,0.74,0.43,1.76,30,70,2.0,180,93.21795294
250,0.33,3.0,0.74,0.2,4.23,30,10,1.0,180,77.98136357
250,0.66,4.0,1.77,2.67,2.66,90,70,0.0,180,209.1235473
250,0.25,2.5,1.57,2.67,1.76,10,50,3.0,90,78.78501883
150,1.0,3.0,1.77,2.74,5.77,30,30,0.0,180,115.3471415
250,1.0,3.5,1.77,2.74,2.66,90,70,0.0,90,205.9117665
150,0.25,2.5,1.57,2.74,4.23,30,30,0.5,0,80.50780034
200,0.25,3.5,2.65,1.72,2.66,10,10,0.5,0,83.66029755
250,0.66,2.5,1.57,1.72,1.76,30,10,1.0,0,87.69380761
250,1.0,3.0,2.65,2.67,2.66,70,70,0.0,0,155.2600015
200,0.66,3.5,2.65,1.72,2.66,50,90,0.0,90,199.4860781
250,0.33,3.5,1.57,0.52,5.77,90,70,0.0,90,170.9327097
200,1.0,2.5,0.34,2.67,1.76,30,10,4.0,0,75.06383709
200,0.25,3.0,0.34,2.74,4.23,70,50,0.0,180,106.6199232
200,0.33,3.0,1.77,2.74,2.66,10,10,3.0,0,79.00001116
200,1.0,3.0,2.5,2.67,2.66,10,90,0.0,0,131.4599237
200,0.25,2.5,1.77,2.74,1.76,50,10,1.0,90,79.54658263
150,1.0,3.0,1.57,2.67,1.76,10,30,1.0,90,90.23371033
250,0.66,3.0,1.77,2.67,5.77,90,90,0.0,270,240.0447844
200,1.0,2.5,2.65,0.43,1.76,10,10,0.5,0,83.50352927
200,1.0,3.0,1.57,1.72,1.76,90,70,0.0,90,149.3947068
200,0.33,2.5,1.57,2.67,2.66,50,10,3.0,180,79.71559088
150,0.66,2.5,0.29,0.2,1.76,10,10,0.6,0,68.61355752
200,0.5,2.5,0.97,0.43,2.66,70,70,0.0,0,111.5196203
200,1.0,3.5,2.5,1.72,4.23,70,70,0.0,0,164.2254085
150,0.25,3.0,0.29,2.74,1.76,10,50,0.0,90,82.93572616
200,0.66,3.0,0.29,2.67,1.76,10,30,0.5,0,85.6326949
150,0.33,3.0,1.24,0.49,4.23,50,50,1.0,165,91.9112832
200,0.33,3.0,2.5,2.67,2.66,10,10,0.5,0,82.26769598
250,0.5,3.5,1.77,2.74,5.77,70,50,0.0,90,168.570279
150,0.25,3.5,0.74,2.67,2.66,30,50,0.5,90,95.61410825
200,0.33,3.5,0.29,0.49,1.76,10,70,0.5,90,92.32301045
250,0.5,3.0,0.34,0.2,2.66,10,10,0.5,180,71.41977868
200,1.0,2.6,1.24,0.49,4.23,50,50,1.0,90,108.4005748
200,0.33,3.5,0.97,0.29,1.76,50,10,0.0,0,87.72104479
250,0.25,3.0,0.29,0.43,2.66,30,50,0.0,90,99.72942716
250,0.5,4.0,1.77,1.72,4.23,70,70,0.0,270,181.9871276
200,0.5,3.0,0.29,1.72,2.66,70,50,0.0,0,115.7502551
250,0.5,3.5,1.77,1.72,5.77,90,50,1.0,90,144.9060043
150,0.66,3.0,1.77,1.72,1.76,10,50,0.5,0,96.81601337
150,1.0,2.5,1.77,0.2,1.76,10,10,3.0,180,75.31713749
150,1.0,2.5,0.29,0.2,2.66,10,10,4.0,180,68.02520588
200,0.66,3.5,1.77,1.72,1.76,50,10,2.0,0,100.0308029
200,0.25,2.5,0.29,0.2,1.76,70,10,4.0,0,70.7332
200,0.33,3.5,1.57,1.72,2.66,30,90,0.0,0,118.2212846
150,0.66,2.5,0.74,0.43,2.66,70,10,0.0,180,102.163315
250,1.0,2.5,0.74,0.2,2.66,70,90,0.0,0,142.6167769
150,1.0,3.0,1.77,1.72,4.23,30,70,0.0,90,124.8722258
150,1.0,3.0,1.77,2.67,2.66,50,70,0.0,90,145.0395275
250,0.5,3.5,2.5,1.72,4.23,70,30,0.5,90,126.8416503
200,0.66,3.0,0.34,2.74,1.76,10,10,2.0,90,77.59229593
150,0.5,3.0,1.57,2.74,1.76,30,50,0.5,0,88.85133354
200,1.0,2.5,1.77,2.67,1.76,30,10,1.0,180,84.31310579
250,0.25,2.5,1.57,1.72,1.76,10,10,1.0,90,75.04268635
250,0.33,3.5,1.57,0.2,2.66,50,70,0.0,90,135.0316881
200,0.66,3.5,0.29,2.67,4.23,70,90,0.0,0,187.5210018
250,0.25,3.0,1.77,2.74,1.76,10,10,1.0,0,77.99682735
200,0.5,2.5,0.34,2.67,2.66,10,30,3.0,0,75.71088739
200,0.33,2.5,1.77,2.74,4.23,10,10,1.0,180,76.7411816
200,0.5,3.5,0.34,2.74,2.66,70,70,0.0,0,134.3650581
250,0.33,2.5,1.77,0.2,1.76,10,10,2.0,270,73.98588923
250,1.0,3.0,0.29,2.74,1.76,50,30,0.0,90,117.7214811
250,0.5,3.5,1.57,2.67,2.66,50,70,0.0,90,151.7099665
150,0.5,2.5,0.29,0.2,1.76,40,10,4.0,0,68.50336107
200,0.5,2.5,2.5,2.67,1.76,10,30,1.0,0,81.80537013
150,1.0,2.5,0.34,1.72,1.76,10,30,2.0,90,75.75491785
200,0.25,3.0,1.77,1.72,4.23,50,30,0.5,0,90.85486336
150,0.25,2.5,1.57,1.72,4.23,30,50,0.0,90,93.26200155
250,0.5,3.0,1.24,0.49,4.23,50,50,2.3,90,102.196261
250,0.33,2.5,0.29,0.2,1.76,10,10,3.6,0,65.35783501
250,1.0,3.0,2.5,1.72,2.66,10,10,2.0,0,92.58191272
150,1.0,2.5,0.29,1.72,1.76,10,30,0.5,90,78.85831196
200,0.33,3.0,2.5,0.29,1.76,10,30,2.0,0,79.32617745
250,0.66,4.0,1.57,2.67,4.23,90,90,0.0,0,231.2524675
150,0.25,3.0,1.77,1.72,1.76,10,50,0.0,90,87.47518259
250,0.33,4.0,1.57,0.29,2.66,50,90,0.0,90,156.4337648
200,0.5,3.0,1.77,1.72,4.23,70,70,0.0,90,143.6777868
200,0.33,3.0,0.29,0.29,1.76,50,10,0.5,180,75.30781474
200,1.0,4.0,2.65,1.72,2.66,30,90,0.5,90,168.0262279
200,0.25,3.5,1.57,1.72,2.66,70,50,0.0,0,112.952228
150,0.33,2.5,1.57,2.67,5.77,30,10,0.0,90,88.51400874
150,0.5,3.0,1.77,1.72,1.76,50,10,0.5,0,84.29899489
250,1.0,4.0,1.77,2.74,4.23,70,90,0.0,90,233.1473818
250,0.33,3.5,1.77,2.67,4.23,90,70,0.0,90,160.1816987
250,0.5,3.0,0.29,0.29,1.76,10,10,2.0,0,68.6380027
200,1.0,4.0,1.57,2.74,2.66,30,70,0.0,0,150.8078272
250,0.33,3.0,1.77,1.72,1.76,50,10,0.0,90,96.65778155
250,0.25,2.5,2.65,0.2,1.76,30,10,0.5,0,76.00320515
250,0.5,4.0,1.57,1.72,5.77,50,90,0.0,0,174.832834
250,1.0,4.0,2.5,2.67,5.77,90,70,0.5,90,215.7423213
250,0.5,4.0,2.65,2.74,5.77,90,90,3.1,270,159.9983896
200,0.25,2.5,1.57,1.72,4.23,10,30,0.0,0,81.89550273
250,0.5,2.5,0.34,0.43,1.76,10,10,0.5,0,68.59845392
250,0.33,3.0,1.77,2.67,4.23,70,30,0.0,0,112.3331678
150,1.0,2.5,1.57,2.67,4.23,50,10,0.0,90,107.4714394
250,0.33,4.0,1.57,2.74,1.76,90,70,0.0,90,146.7374808
150,0.5,2.5,2.5,2.67,2.66,50,10,0.0,90,97.65419913
250,0.5,3.0,1.24,0.49,1.76,50,50,1.0,90,97.6373
200,0.5,2.5,2.65,2.67,1.76,10,30,0.0,0,87.03539433
150,0.25,3.0,2.5,2.67,5.77,50,30,1.3,0,91.39246838
150,0.33,4.0,1.77,1.72,2.66,30,10,0.0,0,93.68771618
200,1.0,3.5,1.77,1.72,1.76,70,90,0.0,0,142.7707083
150,0.66,3.0,1.57,1.72,2.66,30,10,0.5,180,92.24073646
200,0.25,2.5,0.34,2.74,1.76,30,30,3.0,0,73.28109466
200,0.25,2.5,2.65,0.43,1.76,10,10,1.0,90,75.13265816
150,1.0,2.5,1.77,2.67,4.23,30,30,0.0,90,109.084712
200,0.33,3.0,1.77,1.72,2.66,10,10,4.0,180,78.14617418
200,1.0,4.0,1.77,1.72,1.76,90,70,0.0,0,153.9035325
150,0.66,4.0,1.77,1.72,1.76,50,50,0.0,0,131.8973409
250,0.25,2.5,2.5,0.43,1.76,10,10,0.5,90,76.51896009
250,0.25,2.5,1.57,2.67,2.66,30,10,2.0,0,77.49490071
200,0.5,2.5,0.29,2.74,2.66,10,10,0.0,0,74.96871871
150,0.25,2.5,0.29,2.74,2.66,10,10,3.0,0,69.28159925
150,0.5,2.5,0.34,1.72,1.76,30,10,0.5,0,72.46017583
150,0.5,2.5,2.5,1.72,1.76,10,10,2.0,90,78.44500311
250,0.5,2.5,0.29,0.2,1.76,10,10,2.5,0,66.31206685
200,0.5,3.5,1.77,1.72,1.76,70,90,0.0,270,142.1204454
200,1.0,3.5,1.57,2.74,5.77,30,90,0.0,0,168.2614511
250,1.0,4.0,1.57,1.72,5.77,70,70,0.0,270,238.4283724
250,0.25,2.5,0.29,2.74,2.66,30,10,1.0,180,73.71325796
200,0.66,3.0,2.65,2.67,2.66,50,70,0.0,90,169.8077612
200,0.33,4.0,1.57,1.72,5.77,50,70,1.0,0,124.9219965
150,0.5,2.5,2.5,1.72,2.66,30,30,0.0,90,96.98558309
150,1.0,3.0,1.57,1.72,4.23,50,30,0.5,0,103.6354923
250,0.33,3.5,1.57,0.2,4.23,70,90,0.5,90,138.9553449
200,0.33,3.5,1.57,1.72,1.76,10,50,0.5,0,88.72207039
200,0.25,3.0,2.5,2.67,1.76,30,10,1.0,90,83.16345691
150,0.25,3.0,0.86,2.67,4.23,50,70,0.5,90,102.1778785
250,0.66,2.5,1.77,2.67,1.76,10,10,1.0,90,89.38514292
200,1.0,4.0,1.57,2.67,4.23,10,50,0.0,90,145.350572
200,0.25,2.5,2.5,2.67,1.76,30,10,1.0,0,77.28410539
250,1.0,2.5,0.86,0.29,4.23,50,50,1.0,0,101.7907451
250,0.25,2.5,1.77,0.2,1.76,10,50,2.0,90,76.63930671
200,0.33,2.5,1.77,1.72,2.66,10,50,0.0,90,93.33306987
150,0.25,3.0,0.97,0.2,1.76,10,50,3.0,0,73.42595368
150,0.66,3.5,1.57,2.67,4.23,10,10,0.0,90,105.3852034
200,1.0,3.5,1.77,2.67,4.23,90,50,0.0,180,161.3195576
250,0.33,3.5,1.57,0.29,1.76,30,90,0.0,0,108.532033
200,0.33,2.5,1.77,0.29,1.76,10,30,1.0,0,74.49035695
200,0.25,3.5,0.29,2.67,2.66,10,10,0.5,0,73.93948377
200,0.33,3.0,2.65,0.29,2.66,10,10,2.0,0,78.77210761
250,0.33,2.5,2.65,1.72,2.66,10,10,3.0,90,80.09202098
200,0.33,2.5,0.29,0.2,1.76,30,10,4.0,0,67.2641
250,1.0,3.0,2.5,2.67,2.66,10,10,3.0,90,95.92812501
200,1.0,2.5,0.29,0.43,1.76,10,30,2.0,90,74.6777003
250,0.66,3.5,1.77,0.2,4.23,70,70,0.0,90,212.878235
200,0.5,2.5,0.29,0.2,1.76,50,10,3.0,90,72.01171835
150,0.66,3.0,1.77,1.72,4.23,10,10,1.0,180,88.03059415
150,0.5,3.1,2.5,2.67,5.77,50,30,0.5,0,102.8050372
250,0.33,2.5,2.65,0.43,1.76,10,10,0.0,0,79.62838265
250,0.5,2.5,0.29,0.29,4.23,10,10,0.5,90,71.13119766
200,0.66,3.0,1.57,1.72,1.76,10,10,0.5,0,87.95243818
150,0.5,2.5,2.65,1.72,1.76,30,30,2.0,0,80.25157882
150,0.66,4.0,0.34,0.2,1.76,50,10,0.0,0,101.0149649
150,0.5,2.5,1.77,1.72,1.76,30,30,0.5,180,80.40506088
150,1.0,2.5,0.29,0.2,1.76,30,30,1.0,90,77.86552188
250,1.0,3.5,1.57,1.72,1.76,90,90,0.0,0,159.419085
150,1.0,2.5,1.77,2.74,4.23,30,30,0.0,0,101.3823404
250,0.66,4.0,1.57,2.74,4.23,70,90,0.5,90,219.9826153
200,0.33,4.0,1.77,1.72,1.76,10,70,0.0,0,103.030446
150,0.33,2.5,1.57,2.67,1.76,30,70,0.0,0,87.49915148
150,0.66,2.5,1.77,2.67,1.76,90,10,2.0,0,89.54874522
250,0.5,3.5,1.77,1.72,2.66,90,30,0.0,90,148.9594149
250,0.33,3.0,2.5,0.2,2.66,50,50,0.5,0,98.69945497
150,0.66,4.0,2.65,2.74,5.77,90,90,1.2,270,202.203865
250,0.5,2.5,0.29,0.29,2.66,10,30,2.0,0,73.53447648
200,0.33,4.0,0.29,2.67,4.23,70,70,0.0,180,137.2431248
150,0.25,2.5,2.5,1.72,1.76,30,10,0.0,90,81.56767931
250,0.5,2.5,0.29,0.2,1.76,10,10,3.0,0,66.2495
200,0.33,4.0,1.77,1.72,4.23,70,50,0.0,270,146.7954252
